Id,SalePrice
1461,112555.13128809104
1462,148373.2406812368
1463,170544.8335479141
1464,195457.37634598196
1465,193522.74983049196
1466,169038.5534503958
1467,180452.73699330303
1468,163729.480670425
1469,188960.7500544396
1470,120067.7856116895
1471,176183.60072807886
1472,102383.89706603294
1473,96989.40997166146
1474,146200.6711980482
1475,114872.88251115006
1476,347589.2944407067
1477,243087.13593216817
1478,297337.05407383374
1479,298793.2620755597
1480,480281.1992079875
1481,327720.5606773327
1482,217900.4483361332
1483,169023.13550563384
1484,169644.37486363028
1485,201593.86041419324
1486,191914.89185486545
1487,336981.9612060393
1488,233802.6257949158
1489,183710.42481727133
1490,232373.56734441206
1491,193501.314691892
1492,89076.23329774485
1493,198106.90879297975
1494,290343.1112093569
1495,279349.88931321073
1496,232957.2527465148
1497,174608.46203307604
1498,179363.5330545052
1499,168378.08904086475
1500,161302.11926441191
1501,171852.44803388353
1502,156435.349993516
1503,278884.2582399934
1504,250257.31664854294
1505,227469.45956441574
1506,189437.0006079431
1507,242651.675315057
1508,194538.70691517758
1509,157533.44809861534
1510,144441.88359620835
1511,154494.63607357352
1512,170395.1655728631
1513,148029.10806300797
1514,148870.24527964595
1515,186802.32606860003
1516,151421.83774536697
1517,164056.4572319842
1518,129346.23455598696
1519,205118.04286414897
1520,126306.00601492757
1521,124001.76209473172
1522,173907.75797660873
1523,109672.5924838881
1524,119200.79163918845
1525,115992.55128378217
1526,107426.76287288974
1527,110744.73746284864
1528,134426.212557294
1529,149413.55981454824
1530,210383.98392538552
1531,117979.05946530584
1532,103216.11412313352
1533,145121.5414595018
1534,125380.57687891865
1535,132486.18053016684
1536,106946.53460464969
1537,59045.53273936257
1538,144529.8498786288
1539,188739.86713450844
1540,86994.94456609034
1541,132658.32683040964
1542,129445.54393740834
1543,172013.56156658288
1544,92129.8304236212
1545,116229.09459834006
1546,142774.82246492722
1547,129945.59220397285
1548,137985.9872034619
1549,125312.99868430108
1550,134024.24498717245
1551,106949.94504667331
1552,142164.18176991606
1553,135762.76491228375
1554,121539.27004870273
1555,149028.68421464213
1556,87801.21015266734
1557,94662.34779387263
1558,106292.37426969629
1559,72567.0225630923
1560,128142.09831155137
1561,112840.45686514227
1562,134336.8268853429
1563,120561.37704244246
1564,152622.2223768017
1565,142952.55602456568
1566,233180.63199881776
1567,79409.8040623474
1568,243584.28497522874
1569,122199.9406934551
1570,143804.2595612624
1571,111077.07020787735
1572,134294.00991583336
1573,216309.80392104125
1574,113614.99757176824
1575,226233.38039595503
1576,251141.68691982923
1577,183622.09651858802
1578,145871.16452174532
1579,137665.4628632919
1580,197880.0387153985
1581,157774.7271459425
1582,129777.00131167019
1583,282312.4893047626
1584,222753.08196237654
1585,137699.83761403037
1586,75044.78569283527
1587,108719.28760351903
1588,151709.29613239213
1589,94127.7093965146
1590,133694.7577994364
1591,89722.10531479296
1592,113993.41721463461
1593,139785.76101041722
1594,128415.13663396485
1595,104192.130850043
1596,211014.4167008626
1597,191463.7687302452
1598,223646.28787335873
1599,173853.20087476698
1600,166862.69214770308
1601,68798.7157730391
1602,111928.85857623827
1603,81803.66486336841
1604,255304.70572537888
1605,244911.81973517884
1606,167325.4395423191
1607,179653.5652893424
1608,226334.67893163007
1609,179582.72947733518
1610,149844.0385508344
1611,138331.99114975258
1612,167837.48801758
1613,166659.96012928316
1614,129829.17494686805
1615,93401.36844054301
1616,79617.14278336473
1617,96466.88880128972
1618,131985.52468807597
1619,148208.29396389422
1620,159827.43282936446
1621,129030.62797752411
1622,152205.8723768128
1623,261493.34621415066
1624,203106.79029112105
1625,116482.74360432102
1626,173719.03561509508
1627,187189.0519174354
1628,277036.699767707
1629,181593.69128678247
1630,321063.74991565873
1631,218389.58079620375
1632,225741.20805619383
1633,188378.93674257782
1634,190271.49484104343
1635,177328.95212014584
1636,156111.0376131984
1637,194932.89280442256
1638,177827.5771766487
1639,186388.91416775563
1640,248381.88119737126
1641,177008.52841240793
1642,247601.2365522297
1643,214387.89363043528
1644,241634.91741325063
1645,207970.54477752303
1646,164835.17320127506
1647,160597.41440864612
1648,128593.98565255333
1649,146103.0155838736
1650,118122.03907265075
1651,122306.44763662733
1652,104033.57165925598
1653,107077.14076555002
1654,149982.94901198646
1655,138900.07194943482
1656,141918.88730616233
1657,152479.72471444542
1658,153106.22125052323
1659,126372.45925641699
1660,154836.89227095438
1661,407437.59034005785
1662,393420.35943682434
1663,359312.71439983195
1664,476747.57173103216
1665,302312.9429490271
1666,315682.89733871195
1667,367325.2658703233
1668,349864.2461325002
1669,313200.6851174026
1670,340344.940988973
1671,258935.57208176612
1672,418319.9840150927
1673,295114.45402360824
1674,243783.50748958735
1675,193357.18199866533
1676,191755.3545881052
1677,213050.27516967338
1678,434488.5147867832
1679,384891.4060940455
1680,310912.894909092
1681,243992.31795317502
1682,317199.29603038717
1683,191841.0957648087
1684,181901.95603318536
1685,177425.64978697328
1686,177976.65292020363
1687,176865.71833787384
1688,188501.37872279948
1689,197199.4606610902
1690,205015.09043073133
1691,197441.06160363552
1692,267620.83427671983
1693,174851.25592096752
1694,188317.92084182188
1695,176323.72187143107
1696,266979.60031356255
1697,180976.68723413846
1698,334344.90492330305
1699,322036.90505768487
1700,256419.12127297628
1701,266910.37714250496
1702,227809.83995478932
1703,238175.6874509913
1704,272471.0239023048
1705,251054.94516970598
1706,362410.6504780349
1707,205617.36068972223
1708,199936.9875047955
1709,257719.38585572573
1710,223471.12669842865
1711,281784.9097285212
1712,253599.16961855302
1713,271276.01310572727
1714,216760.3449080982
1715,210138.0790492863
1716,180580.07971236663
1717,188719.8242728116
1718,132707.35497400962
1719,205062.22528096475
1720,231195.47367954705
1721,159834.43563208147
1722,118431.11362248412
1723,151935.05273904355
1724,201386.11511877435
1725,247847.5349110847
1726,185806.0051382002
1727,149457.0727274209
1728,179297.08634748272
1729,168986.11105423374
1730,153431.74633546572
1731,122318.83169477052
1732,129090.88021037511
1733,109949.6899475496
1734,120890.29601329684
1735,130014.4769479709
1736,110324.50390176418
1737,297510.9762312422
1738,252140.78727545802
1739,247450.2974715831
1740,204986.711970259
1741,184666.195858273
1742,169625.98508473655
1743,182953.62218426095
1744,324424.5599788629
1745,205366.17684032262
1746,194231.29463098024
1747,208299.0320698561
1748,224165.00755763974
1749,138705.17328741783
1750,117503.2001886677
1751,253913.5687615638
1752,119483.41104136736
1753,145035.61930836624
1754,195405.81984526076
1755,157743.630298668
1756,136501.63290499945
1757,124557.32286357784
1758,148987.78568485327
