Id,SalePrice
1461,124146.14668121979
1462,155771.91548625258
1463,178622.30182540146
1464,181059.39359952134
1465,195388.9957182155
1466,183542.75195072315
1467,164571.3899163738
1468,176100.1900276841
1469,185929.93965087662
1470,121804.81285572672
1471,196964.72228511862
1472,92867.73219435557
1473,95854.07627881464
1474,153563.5952082153
1475,152033.36761446367
1476,374593.6002568693
1477,247902.25776970122
1478,310020.84623059054
1479,245829.6920421449
1480,475640.70221202256
1481,308853.66579939384
1482,204014.47381227202
1483,173260.79248347605
1484,181065.30259129938
1485,175238.18087823509
1486,194847.8724485294
1487,315832.07328315417
1488,232275.05268159817
1489,211486.95943304646
1490,192858.41468558589
1491,191361.23913066302
1492,99389.79626791748
1493,172665.280347098
1494,296160.51127705583
1495,294720.38698264875
1496,229855.61680865055
1497,192856.34825570532
1498,152969.70142660977
1499,152881.1833448693
1500,152446.05475211496
1501,173627.16330469024
1502,172654.70709279034
1503,284718.03446697065
1504,230188.72926843102
1505,216823.60983136305
1506,183653.61848435918
1507,209654.48626516204
1508,196860.4708623957
1509,164505.19684466024
1510,152725.1455207053
1511,153067.80554956032
1512,169549.5152480818
1513,149363.8183828224
1514,158765.6270448115
1515,174063.76420481625
1516,158434.8456480297
1517,151046.8053457615
1518,129748.95072563572
1519,221670.54628380857
1520,138590.53227270892
1521,146790.74907423684
1522,163038.35313696798
1523,117496.22180162354
1524,123217.13439827178
1525,123909.20324348494
1526,127920.86081743584
1527,101245.97663098095
1528,125075.66612562176
1529,142288.0238299346
1530,166264.60159871358
1531,120078.89184471351
1532,106522.58485878861
1533,143225.05305262445
1534,115967.07485024375
1535,146805.85786753905
1536,117532.39354092393
1537,73417.87105214532
1538,168251.1086097766
1539,214459.22470624358
1540,107383.82815453011
1541,146017.4695665777
1542,139744.21250091595
1543,210412.06454160626
1544,79506.97487537019
1545,97891.90155850959
1546,121424.38442318057
1547,134316.18066952802
1548,130556.51380727484
1549,109839.07805565052
1550,141000.88197769577
1551,114574.10947447088
1552,140496.54186588223
1553,135571.12765211446
1554,111768.91948827208
1555,162168.4657128045
1556,92612.16120400022
1557,125181.85037874278
1558,89200.34749440399
1559,103624.00854074323
1560,146387.65686426446
1561,137552.7604213174
1562,124792.75509022521
1563,125942.25967019195
1564,161355.56426819865
1565,153436.3861291699
1566,210657.30393925984
1567,78475.6550863732
1568,218063.54419682373
1569,133314.9930093471
1570,119958.38768417356
1571,128207.32108919823
1572,145997.09615944378
1573,240178.37097160495
1574,109012.77279111157
1575,205545.0576680918
1576,211161.5509511605
1577,207224.04832227677
1578,154204.6960082521
1579,141971.02808753666
1580,191725.5853924629
1581,141099.39418980974
1582,128752.16741354245
1583,322592.74107244966
1584,237840.80764404224
1585,140408.64623556603
1586,71654.31263962049
1587,104176.5566104381
1588,151261.55458643197
1589,100215.33664002121
1590,133814.50683958587
1591,104531.33539112202
1592,120859.88659059274
1593,116762.25653187235
1594,124493.9208096195
1595,112491.48986427701
1596,234236.7179208511
1597,163692.68489626245
1598,183560.30049166296
1599,195695.04685777065
1600,190436.89748536935
1601,74797.51824611815
1602,105212.40978738721
1603,85754.49795096013
1604,279892.4187864189
1605,251350.34512635713
1606,168982.4878383507
1607,156671.83319964638
1608,216312.5731237563
1609,201682.57204261926
1610,161291.30564191306
1611,151093.40241405801
1612,157602.94703227127
1613,161248.74336669064
1614,121609.64071986423
1615,83839.52268807805
1616,79524.38809441176
1617,87053.12319073625
1618,127767.79012822606
1619,133994.13388600072
1620,143297.30389987543
1621,136337.9825987561
1622,150338.4728559457
1623,280359.40852378804
1624,209628.51189092573
1625,128240.37369613994
1626,171807.70583487515
1627,189260.1674013337
1628,281269.6268394708
1629,174618.65634065398
1630,323576.3236490428
1631,217535.88337836426
1632,250528.43840884778
1633,172224.3395189776
1634,179554.1625541557
1635,178685.41539626246
1636,158926.44514446816
1637,177665.82848235153
1638,213499.21622431703
1639,181549.7284837396
1640,249425.30234856321
1641,184068.30908148078
1642,221476.19366006355
1643,227556.85075811562
1644,224023.77811453096
1645,178653.5341553197
1646,153810.04472042192
1647,162584.93101231885
1648,144884.93889369981
1649,140537.58769695816
1650,122498.9120376259
