"Id","SalePrice"
1461,124331.770751289
1462,155967.988279655
1463,181934.872848913
1464,199265.736953534
1465,190286.228232529
1466,175486.24362385
1467,188077.959876999
1468,168002.227672154
1469,195864.597267583
1470,117002.918141616
1471,201383.890841163
1472,101545.129437598
1473,99214.075314642
1474,155368.349838899
1475,121639.536722642
1476,352578.603688375
1477,247501.859326529
1478,269102.161943487
1479,266043.894461996
1480,499594.657135137
1481,305567.398761772
1482,202639.767263945
1483,176096.274267254
1484,167710.870107312
1485,178798.509263061
1486,195840.934869439
1487,304090.422651303
1488,237770.140364243
1489,195881.515036234
1490,243526.147238597
1491,190714.10982884
1492,98530.2518531358
1493,176127.299287871
1494,296445.959076157
1495,291389.372531584
1496,231905.686289516
1497,181196.924615943
1498,162290.615380577
1499,163493.408711917
1500,154759.250479474
1501,176781.037770822
1502,159226.848145155
1503,291286.640433807
1504,236768.011598662
1505,224887.664785152
1506,192952.501727151
1507,263703.326496241
1508,207429.429156604
1509,158335.475505293
1510,141014.965432414
1511,155997.778756091
1512,178587.105565407
1513,142874.876831828
1514,158295.804374921
1515,220779.175985652
1516,160232.857948598
1517,171913.636993168
1518,137136.680732943
1519,219778.274427635
1520,129007.022414714
1521,134239.987007817
1522,181590.085036251
1523,107220.013848662
1524,121427.230925459
1525,123945.579186427
1526,111169.768363317
1527,110695.109026258
1528,147193.437135642
1529,142732.888606335
1530,194076.918295064
1531,111521.841601486
1532,109824.774010965
1533,144336.583197684
1534,128798.717935383
1535,156099.834745003
1536,109749.670935776
1537,64833.5867960575
1538,143167.001948787
1539,206606.895061291
1540,101034.232290383
1541,131475.757849574
1542,147543.390106002
1543,191737.679829447
1544,84452.9603989928
1545,109904.222127295
1546,123571.535820293
1547,126393.213582268
1548,124856.226148685
1549,110870.054629214
1550,123566.701775276
1551,120042.442069403
1552,121896.487279168
1553,142513.438421923
1554,122580.233724033
1555,172376.043972835
1556,81985.0698448129
1557,112187.493111807
1558,101289.411094432
1559,60449.3438361903
1560,147417.567983669
1561,123611.934024453
1562,126631.002533256
1563,115267.320587379
1564,169535.052691664
1565,147711.472483581
1566,229223.355175357
1567,86799.7803467792
1568,215409.764028298
1569,129273.767339016
1570,137684.654609049
1571,119113.330616192
1572,144699.261998195
1573,264593.565189283
1574,119828.100649361
1575,229577.91308005
1576,253975.125823922
1577,178706.904341558
1578,154919.370297089
1579,147636.307094128
1580,203010.648242273
1581,141946.459159795
1582,124132.007765076
1583,331553.700744309
1584,220002.388017363
1585,138802.718604056
1586,76957.7114046178
1587,100263.745864836
1588,141824.488373327
1589,101059.423981876
1590,140712.061232788
1591,94398.6443446244
1592,124835.553905649
1593,128842.687351708
1594,129601.108897656
1595,113220.394524446
1596,216708.693865496
1597,170816.835994088
1598,194082.937851385
1599,161172.252881829
1600,152552.384853969
1601,72591.7988263146
1602,111239.647445026
1603,67574.9383662776
1604,239112.760712311
1605,257776.732947683
1606,175478.745067695
1607,179550.43428336
1608,205113.745713811
1609,191716.51876712
1610,150036.119866997
1611,143780.847392605
1612,170521.072108399
1613,166273.058623793
1614,121531.236724184
1615,93056.3959249359
1616,80731.092079475
1617,95979.5782866191
1618,124201.850020935
1619,137898.332130034
1620,167277.504535641
1621,145021.870412224
1622,131104.236194504
1623,278714.400196834
1624,212038.397921989
1625,121146.062797748
1626,173619.62287856
1627,197827.543142149
1628,286971.765834582
1629,183949.385026575
1630,385928.502268846
1631,204948.092984769
1632,234947.681902983
1633,171055.9794491
1634,187562.004257361
